model,layer,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,5,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,0.75,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The following is a list of the most common errors in the computer program.

The following is",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
gpt2,5,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,target,1.0,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm?
Output: The griffin predicted the storm?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,114.0
gpt2,5,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,wrong_class,1.0,tense_shift,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,5,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,random_norm,1.0,random_norm,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The following is a list of the results:
The following is a list of the results:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,5,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,1.0,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.

The following is a list of the names of the following names are used in the following example:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,none,0.0,,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.25,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.25,negation,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.25,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.25,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.5,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.5,negation,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.5,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.5,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.75,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.75,negation,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.75,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.75,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,1.0,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty?
Output: The goblin signed the treaty?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,1.0,negation,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,1.0,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,5,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,1.0,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.

The goblin signed the treaty.

The goblin signed the treaty.

The goblin signed the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,none,0.0,,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.25,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.25,modality,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.25,random_norm,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
The titan guarded the treasure.
The treasure was found.
The treasure was found.
The treasure",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,124.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.25,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.5,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.5,modality,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.5,random_norm,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.5,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.75,question,"Input: The titan guarded the treasure.
Output:",[1] [2] [3] [4] [5] [6] [7] [8] [9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.75,modality,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The titan guarded the treasure.
Output:","The titan was a very powerful warrior.
The titan was a very powerful warrior.
The titan was a very powerful warrior.
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,120.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.75,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,1.0,question,"Input: The titan guarded the treasure.
Output:",[1] [2] [3] [4] [5] [6] [7] [8] [9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,1.0,modality,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,1.0,random_norm,"Input: The titan guarded the treasure.
Output:","The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
gpt2,5,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,1.0,question,"Input: The titan guarded the treasure.
Output:","""The treasure was found in the dungeon of the Dungeon Master. It was used to make a potion of the potion of the potion",1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,118.0
gpt2,5,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,none,0.0,,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,target,0.25,question,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
Output: The titan predicted the storm.
Output: The titan predicted the storm.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,5,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,wrong_class,0.25,tense_shift,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,random_norm,0.25,random_norm,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,5,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,negative_target,0.25,question,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
