model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,0.0003137234889436513,280.0,0.22130000591278076,2.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:",No. No. No? No? No? No? No? No? No? No? No? No,46.0,0.0,0.0,0.0,0.0001292601227760315,406.0,0.005375939887017012,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The text was read by the reading, in the reading, in the reading, in the reading, in the reading,",97.0,0.0,0.0,0.0,4.584773341775872e-05,1492.0,0.0008396906778216362,19.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:",,0.0,0.0,0.0,0.0,1.6201771359192207e-05,2906.0,4.9120280891656876e-05,1186.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
Copy:
The manuscript was scanned by a volunteer in",104.0,0.0,1.0,0.0,4.980095036444254e-05,2028.0,0.00013373194087762386,58.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,0.0004984617698937654,185.0,0.21470271050930023,2.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","This is a PDF.
This is a PDF? Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes",77.0,0.0,0.0,0.0,0.00024598275194875896,384.0,0.0018608741229400039,27.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:",The manuscript was then sent to the paper's name and the name and the name and the name and the name and,104.0,0.0,0.0,0.0,0.0001109011864173226,1008.0,0.0006137366872280836,41.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:",,0.0,0.0,0.0,0.0,2.703944301174488e-05,2542.0,3.9032303902786225e-05,1479.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
Same:
The manuscript was scanned by a volunteer in",104.0,0.0,1.0,0.0,4.485051249503158e-05,1246.0,0.00024352320178877562,39.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,0.0004417995223775506,201.0,0.2792242169380188,2.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
The same? No. No? No? No?",79.0,0.0,1.0,0.0,0.00014117910177446902,448.0,0.008724147453904152,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The following is a sentence that is not a ""t"" is a ""t"" is a ""t""",63.0,0.0,0.0,0.0,0.00030351863824762404,215.0,0.001675739767961204,37.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,1.840895311033819e-05,2322.0,2.885601315938402e-05,193.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","The metronome settings were set to the same level as the metronome settings.
The metronome",90.0,0.0,0.0,0.0,0.00023786560632288456,299.0,0.0005869549931958318,58.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:",I was surprised to see that the only thing that I can remember is that the only thing that I can remember...,108.0,1.0,0.0,0.0,0.0011215218110010028,91.0,0.4335242211818695,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:",No. No? No? No? No? No? No? No? No? No? No? No,46.0,0.0,0.0,0.0,0.0005348364356905222,152.0,0.010255168192088604,6.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","The metronome, and the metronome, and the metronome, and the metron-and",71.0,0.0,0.0,0.0,0.00015163555508479476,450.0,0.0009760305401869118,82.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","The metronome settings,
The metronome settings,



The metronome settings,",74.0,0.0,0.0,0.0,3.472782555036247e-05,1413.0,0.0001347013603663072,245.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0,0.0,0.00035514571936801076,311.0,0.00038384777144528925,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","I have a bit more to do.
I have a bit more...
I...
............",63.0,1.0,0.0,0.0,0.0018873343942686915,47.0,0.5389271378517151,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","This is a simple question.
Yes, yes, yes?
Yes?
Yes?
Yes?",56.0,0.0,0.0,0.0,0.0011691780528053641,94.0,0.015616589225828648,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","The first thing to do, and the first thing to do, and the first thing to do, and the first",90.0,0.0,0.0,0.0,0.0006747550796717405,150.0,0.003817878430709243,8.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:",Copy:,5.0,0.0,0.0,0.0,9.029945795191452e-05,953.0,9.431495709577575e-05,483.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","After the rehearsal, Sofia checked the metronome settings.
Same:
After the rehearsal, Sofia",91.0,0.0,1.0,0.0,0.00018295299378223717,294.0,0.0006255292682908475,8.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","The next thing I noticed was the same thing...
I was...
........................",80.0,1.0,0.0,0.0,0.001313439104706049,78.0,0.9484775066375732,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","The same:
The same:
The same:
The same?
The same?
The same?",59.0,0.0,0.0,0.0,0.0004809185047633946,140.0,0.004569308832287788,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","The same, the same, the same, the same, the same, the same, the same, the same",78.0,0.0,0.0,0.0,0.0004372337425593287,213.0,0.005560694728046656,6.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","The metronome,
The metronome,



The metronome,",47.0,0.0,0.0,0.0,5.734228761866689e-05,756.0,8.560998685425147e-05,610.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:
The warehouse shipped 31 replacement batteries to Lisbon.",125.0,0.0,1.0,0.0,0.00014791247667744756,481.0,0.00037640679511241615,15.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon...
...
...",125.0,1.0,1.0,1.0,0.0006665537366643548,171.0,0.6569060683250427,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse was not a warehouse.
The warehouse was not a warehouse?
No?
No?
No",80.0,0.0,0.0,0.0,0.0003837925323750824,218.0,0.019016388803720474,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 1,000,000,000,000,000,000,000,000,000,",60.0,0.0,0.0,0.0,0.0007115033804439008,97.0,0.004814930725842714,9.0,0.0,0.0
