model,base_id,class,variant_id,source,target,delta_norm
roberta-base,148,formalization,1,The analyst accepted the data.,The statement that the analyst accepted the data is true.,2.274348497390747
roberta-base,148,formalization,2,The analyst accepted the data.,One can state that the analyst accepted the data.,1.8634724617004395
roberta-base,148,formalization,3,The analyst accepted the data.,It can be formally said that the analyst accepted the data.,2.6432666778564453
roberta-base,148,formalization,4,The analyst accepted the data.,The fact is that the analyst accepted the data.,2.1062870025634766
roberta-base,149,negation,0,The teacher described the experiment.,The teacher did not describe the experiment.,1.4209017753601074
roberta-base,149,negation,1,The teacher described the experiment.,The teacher never described the experiment.,1.4737707376480103
roberta-base,149,negation,2,The teacher described the experiment.,The teacher failed to describe the experiment.,1.4614189863204956
roberta-base,149,negation,3,The teacher described the experiment.,The teacher was unable to describe the experiment.,1.9898340702056885
roberta-base,149,negation,4,The teacher described the experiment.,The teacher could not describe the experiment.,1.5456384420394897
roberta-base,149,question,0,The teacher described the experiment.,Did the teacher describe the experiment?,1.681084156036377
roberta-base,149,question,1,The teacher described the experiment.,Was it true that the teacher described the experiment?,2.302666664123535
roberta-base,149,question,2,The teacher described the experiment.,Could the teacher have described the experiment?,2.0882325172424316
roberta-base,149,question,3,The teacher described the experiment.,Is there evidence that the teacher described the experiment?,2.3111510276794434
roberta-base,149,question,4,The teacher described the experiment.,Can we confirm that the teacher described the experiment?,2.235025644302368
roberta-base,149,past_to_future,0,The teacher described the experiment.,The teacher will describe the experiment.,1.5657404661178589
roberta-base,149,past_to_future,1,The teacher described the experiment.,The teacher is going to describe the experiment.,1.9731817245483398
roberta-base,149,past_to_future,2,The teacher described the experiment.,The teacher is expected to describe the experiment.,2.0709545612335205
roberta-base,149,past_to_future,3,The teacher described the experiment.,The teacher is likely to describe the experiment.,1.8397170305252075
roberta-base,149,past_to_future,4,The teacher described the experiment.,The teacher plans to describe the experiment.,1.3827588558197021
roberta-base,149,certainty_to_uncertainty,0,The teacher described the experiment.,The teacher may have described the experiment.,1.522483468055725
roberta-base,149,certainty_to_uncertainty,1,The teacher described the experiment.,The teacher might have described the experiment.,1.6275981664657593
roberta-base,149,certainty_to_uncertainty,2,The teacher described the experiment.,It is possible that the teacher described the experiment.,2.234797716140747
roberta-base,149,certainty_to_uncertainty,3,The teacher described the experiment.,There is a chance that the teacher described the experiment.,2.2875874042510986
roberta-base,149,certainty_to_uncertainty,4,The teacher described the experiment.,The teacher probably described the experiment.,1.4251437187194824
roberta-base,149,active_to_passive,0,The teacher described the experiment.,The experiment was described by the teacher.,1.5153121948242188
roberta-base,149,active_to_passive,1,The teacher described the experiment.,The experiment had been described by the teacher.,1.824858546257019
roberta-base,149,active_to_passive,2,The teacher described the experiment.,The experiment got described by the teacher.,1.5536149740219116
roberta-base,149,active_to_passive,3,The teacher described the experiment.,The experiment was successfully described by the teacher.,1.8549166917800903
roberta-base,149,active_to_passive,4,The teacher described the experiment.,The experiment was eventually described by the teacher.,1.6498045921325684
roberta-base,149,formalization,0,The teacher described the experiment.,It is true that the teacher described the experiment.,2.134632110595703
roberta-base,149,formalization,1,The teacher described the experiment.,The statement that the teacher described the experiment is true.,2.330322265625
roberta-base,149,formalization,2,The teacher described the experiment.,One can state that the teacher described the experiment.,1.8556329011917114
roberta-base,149,formalization,3,The teacher described the experiment.,It can be formally said that the teacher described the experiment.,2.57734751701355
roberta-base,149,formalization,4,The teacher described the experiment.,The fact is that the teacher described the experiment.,2.0089237689971924
roberta-base,150,negation,0,The pilot rejected the decision.,The pilot did not reject the decision.,1.0717800855636597
roberta-base,150,negation,1,The pilot rejected the decision.,The pilot never rejected the decision.,1.0804593563079834
roberta-base,150,negation,2,The pilot rejected the decision.,The pilot failed to reject the decision.,1.1460362672805786
roberta-base,150,negation,3,The pilot rejected the decision.,The pilot was unable to reject the decision.,1.7432897090911865
roberta-base,150,negation,4,The pilot rejected the decision.,The pilot could not reject the decision.,1.2892638444900513
roberta-base,150,question,0,The pilot rejected the decision.,Did the pilot reject the decision?,1.449027180671692
roberta-base,150,question,1,The pilot rejected the decision.,Was it true that the pilot rejected the decision?,1.9863444566726685
roberta-base,150,question,2,The pilot rejected the decision.,Could the pilot have rejected the decision?,1.8367674350738525
roberta-base,150,question,3,The pilot rejected the decision.,Is there evidence that the pilot rejected the decision?,2.0788092613220215
roberta-base,150,question,4,The pilot rejected the decision.,Can we confirm that the pilot rejected the decision?,1.963150978088379
roberta-base,150,past_to_future,0,The pilot rejected the decision.,The pilot will reject the decision.,1.1995904445648193
roberta-base,150,past_to_future,1,The pilot rejected the decision.,The pilot is going to reject the decision.,1.797904133796692
roberta-base,150,past_to_future,2,The pilot rejected the decision.,The pilot is expected to reject the decision.,1.980019211769104
roberta-base,150,past_to_future,3,The pilot rejected the decision.,The pilot is likely to reject the decision.,1.8241486549377441
roberta-base,150,past_to_future,4,The pilot rejected the decision.,The pilot plans to reject the decision.,1.835964560508728
roberta-base,150,certainty_to_uncertainty,0,The pilot rejected the decision.,The pilot may have rejected the decision.,1.3813021183013916
roberta-base,150,certainty_to_uncertainty,1,The pilot rejected the decision.,The pilot might have rejected the decision.,1.4624474048614502
roberta-base,150,certainty_to_uncertainty,2,The pilot rejected the decision.,It is possible that the pilot rejected the decision.,2.1067144870758057
roberta-base,150,certainty_to_uncertainty,3,The pilot rejected the decision.,There is a chance that the pilot rejected the decision.,2.244260311126709
roberta-base,150,certainty_to_uncertainty,4,The pilot rejected the decision.,The pilot probably rejected the decision.,0.9908539652824402
roberta-base,150,active_to_passive,0,The pilot rejected the decision.,The decision was rejected by the pilot.,1.6103184223175049
roberta-base,150,active_to_passive,1,The pilot rejected the decision.,The decision had been rejected by the pilot.,1.8229377269744873
