model,layer,source_set,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,in_template_test,The wizard opened the portal.,Nobody knew whether the wizard had opened the portal.,question,none,0.0,,"Input: The wizard opened the portal.
Output:","The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,3,in_template_test,The wizard opened the portal.,Nobody knew whether the wizard had opened the portal.,question,target,0.75,question,"Input: The wizard opened the portal.
Output:","The wizard opened the portal.
Output: The wizard opened the portal?
Output: The wizard opened the portal?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,117.0
gpt2,3,in_template_test,The wizard opened the portal.,Nobody knew whether the wizard had opened the portal.,question,wrong_class,0.75,modality,"Input: The wizard opened the portal.
Output:","The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,3,in_template_test,The wizard opened the portal.,Nobody knew whether the wizard had opened the portal.,question,random_norm,0.75,random_norm,"Input: The wizard opened the portal.
Output:","The wizard opened the portal.
Output: The wizard opened the portal.
Output: The wizard opened the portal.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,3,in_template_test,The wizard opened the portal.,Nobody knew whether the wizard had opened the portal.,question,negative_target,0.75,question,"Input: The wizard opened the portal.
Output:","The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.
The wizard opened the portal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,3,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,none,0.0,,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,3,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,target,0.75,question,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure?

The spirit guarded the treasure?

The spirit guarded the",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0
gpt2,3,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,wrong_class,0.75,negation,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,3,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,3,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,negative_target,0.75,question,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,3,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,none,0.0,,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The storm was a massive storm that was expected to hit the U.S. on Saturday.
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
gpt2,3,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,target,0.75,question,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The giant predicted the storm?
The giant predicted the storm?
The giant predicted the storm?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0
gpt2,3,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,wrong_class,0.75,tense_shift,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The storm was a massive storm that was expected to hit the U.S. on Friday.
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0
gpt2,3,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,random_norm,0.75,random_norm,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
Output: The giant predicted the storm.
Output: The giant predicted the storm.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,3,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,negative_target,0.75,question,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,none,0.0,,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village.
Output: The vampire protected the village.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
gpt2,3,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,target,0.75,question,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village?
Output: The vampire protected the village?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,132.0
gpt2,3,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,wrong_class,0.75,negation,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village.
Output: The vampire protected the village.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
gpt2,3,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,random_norm,0.75,random_norm,"Input: The vampire protected the village.
Output:","The vampire was killed by the vampire.
Output: The vampire was killed by the vampire.
Output: The vampire was killed by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,123.0
gpt2,3,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,negative_target,0.75,question,"Input: The vampire protected the village.
Output:","The vampire protected the village.
The vampire protected the village.
The vampire protected the village.
The vampire protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,none,0.0,,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,3,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,target,0.75,question,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island?
Output: The dragon found the island?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,114.0
gpt2,3,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,wrong_class,0.75,negation,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,3,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,random_norm,0.75,random_norm,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,3,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,negative_target,0.75,question,"Input: The dragon found the island.
Output:","The dragon found the island.
The dragon found the island.
The dragon found the island.
The dragon found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,none,0.0,,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,target,0.75,question,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret?
Output: The dragon revealed the secret?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0
gpt2,3,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,wrong_class,0.75,tense_shift,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,random_norm,0.75,random_norm,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,negative_target,0.75,question,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,none,0.0,,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,3,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,target,0.75,question,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.

Output: The mermaid created the artifact?

Output: The mermaid created the artifact",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,118.0
gpt2,3,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,wrong_class,0.75,negation,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,3,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,random_norm,0.75,random_norm,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,3,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,negative_target,0.75,question,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.

The mermaid created the artifact.

The mermaid created the artifact.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,3,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,none,0.0,,"Input: The robot protected the village.
Output:","The robot was able to move freely in the open.

Assignments: The robot was able to assign tasks to the villagers.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,3,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,target,0.75,question,"Input: The robot protected the village.
Output:","The robot was destroyed by a landslide.

Zombie: The robot was destroyed by a landslide?

The robot was destroyed by",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0
gpt2,3,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,wrong_class,0.75,tense_shift,"Input: The robot protected the village.
Output:","The robot was able to move freely in the open.

Assignments: The robot was able to assign tasks to other robots.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,112.0
gpt2,3,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,random_norm,0.75,random_norm,"Input: The robot protected the village.
Output:","The robot was able to move freely and efficiently.

The robot was able to move freely and efficiently.

The robot was able",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,122.0
gpt2,3,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,negative_target,0.75,question,"Input: The robot protected the village.
Output:","The robot was able to move freely in the robot's space, and was able to move freely in the robot's space.

The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,110.0
