model,base_id,class,source,target,delta_norm
distilgpt2,197,question,The student wrote the interface.,Did the student write the interface?,9.02491283416748
distilgpt2,197,past_to_future,The student wrote the interface.,The student will write the interface.,12.875775337219238
distilgpt2,197,certainty_to_uncertainty,The student wrote the interface.,The student may have wrote the interface.,14.594310760498047
distilgpt2,197,active_to_passive,The student wrote the interface.,The interface was wrote by the student.,10.665493965148926
distilgpt2,197,formalization,The student wrote the interface.,It is true that the student wrote the interface.,17.81882667541504
distilgpt2,198,negation,The farmer discovered the system.,The farmer did not discover the system.,9.128518104553223
distilgpt2,198,question,The farmer discovered the system.,Did the farmer discover the system?,5.302954196929932
distilgpt2,198,past_to_future,The farmer discovered the system.,The farmer will discover the system.,8.463698387145996
distilgpt2,198,certainty_to_uncertainty,The farmer discovered the system.,The farmer may have discovered the system.,6.621599197387695
distilgpt2,198,active_to_passive,The farmer discovered the system.,The system was discovered by the farmer.,12.354548454284668
distilgpt2,198,formalization,The farmer discovered the system.,It is true that the farmer discovered the system.,11.8060884475708
distilgpt2,199,negation,The farmer tested the meal.,The farmer did not test the meal.,8.233016014099121
distilgpt2,199,question,The farmer tested the meal.,Did the farmer test the meal?,6.351300239562988
distilgpt2,199,past_to_future,The farmer tested the meal.,The farmer will test the meal.,5.892633438110352
distilgpt2,199,certainty_to_uncertainty,The farmer tested the meal.,The farmer may have tested the meal.,7.024788856506348
distilgpt2,199,active_to_passive,The farmer tested the meal.,The meal was tested by the farmer.,6.886390209197998
distilgpt2,199,formalization,The farmer tested the meal.,It is true that the farmer tested the meal.,9.967902183532715
gpt2,0,negation,The musician played the rule.,The musician did not play the rule.,30.45240020751953
gpt2,0,question,The musician played the rule.,Did the musician play the rule?,23.360855102539062
gpt2,0,past_to_future,The musician played the rule.,The musician will play the rule.,12.745949745178223
gpt2,0,certainty_to_uncertainty,The musician played the rule.,The musician may have played the rule.,26.161027908325195
gpt2,0,active_to_passive,The musician played the rule.,The rule was played by the musician.,13.489678382873535
gpt2,0,formalization,The musician played the rule.,It is true that the musician played the rule.,31.56009864807129
gpt2,1,negation,The student found the problem.,The student did not find the problem.,35.2079963684082
gpt2,1,question,The student found the problem.,Did the student find the problem?,24.442590713500977
gpt2,1,past_to_future,The student found the problem.,The student will find the problem.,30.799606323242188
gpt2,1,certainty_to_uncertainty,The student found the problem.,The student may have found the problem.,47.982608795166016
gpt2,1,active_to_passive,The student found the problem.,The problem was found by the student.,9.887117385864258
gpt2,1,formalization,The student found the problem.,It is true that the student found the problem.,33.246517181396484
gpt2,2,negation,The musician played a short story.,The musician did not play a short story.,28.94979476928711
gpt2,2,question,The musician played a short story.,Did the musician play a short story?,22.03547477722168
gpt2,2,past_to_future,The musician played a short story.,The musician will play a short story.,14.094352722167969
gpt2,2,certainty_to_uncertainty,The musician played a short story.,The musician may have played a short story.,25.788368225097656
gpt2,2,active_to_passive,The musician played a short story.,A short story was played by the musician.,15.089067459106445
gpt2,2,formalization,The musician played a short story.,It is true that the musician played a short story.,27.924222946166992
gpt2,3,negation,The programmer discovered the meal.,The programmer did not discover the meal.,37.71554946899414
gpt2,3,question,The programmer discovered the meal.,Did the programmer discover the meal?,29.165910720825195
gpt2,3,past_to_future,The programmer discovered the meal.,The programmer will discover the meal.,34.13379669189453
gpt2,3,certainty_to_uncertainty,The programmer discovered the meal.,The programmer may have discovered the meal.,41.85482406616211
gpt2,3,active_to_passive,The programmer discovered the meal.,The meal was discovered by the programmer.,13.104320526123047
gpt2,3,formalization,The programmer discovered the meal.,It is true that the programmer discovered the meal.,27.892833709716797
gpt2,4,negation,The doctor explained the aircraft.,The doctor did not explain the aircraft.,48.856109619140625
gpt2,4,question,The doctor explained the aircraft.,Did the doctor explain the aircraft?,39.36246871948242
gpt2,4,past_to_future,The doctor explained the aircraft.,The doctor will explain the aircraft.,46.35525894165039
gpt2,4,certainty_to_uncertainty,The doctor explained the aircraft.,The doctor may have explained the aircraft.,51.24885559082031
gpt2,4,active_to_passive,The doctor explained the aircraft.,The aircraft was explained by the doctor.,20.186113357543945
gpt2,4,formalization,The doctor explained the aircraft.,It is true that the doctor explained the aircraft.,39.425174713134766
gpt2,5,negation,The journalist explained a complex machine.,The journalist did not explain a complex machine.,40.23172378540039
gpt2,5,question,The journalist explained a complex machine.,Did the journalist explain a complex machine?,28.162263870239258
gpt2,5,past_to_future,The journalist explained a complex machine.,The journalist will explain a complex machine.,35.42966079711914
gpt2,5,certainty_to_uncertainty,The journalist explained a complex machine.,The journalist may have explained a complex machine.,41.626312255859375
gpt2,5,active_to_passive,The journalist explained a complex machine.,A complex machine was explained by the journalist.,9.665592193603516
gpt2,5,formalization,The journalist explained a complex machine.,It is true that the journalist explained a complex machine.,33.712867736816406
gpt2,6,negation,The nurse designed the event.,The nurse did not design the event.,32.98418045043945
gpt2,6,question,The nurse designed the event.,Did the nurse design the event?,23.137657165527344
gpt2,6,past_to_future,The nurse designed the event.,The nurse will design the event.,30.096704483032227
gpt2,6,certainty_to_uncertainty,The nurse designed the event.,The nurse may have designed the event.,41.86720275878906
gpt2,6,active_to_passive,The nurse designed the event.,The event was designed by the nurse.,10.230059623718262
gpt2,6,formalization,The nurse designed the event.,It is true that the nurse designed the event.,27.58660316467285
gpt2,7,negation,The musician grew the problem.,The musician did not grow the problem.,20.142059326171875
gpt2,7,question,The musician grew the problem.,Did the musician grow the problem?,17.44618034362793
gpt2,7,past_to_future,The musician grew the problem.,The musician will grow the problem.,14.05770492553711
gpt2,7,certainty_to_uncertainty,The musician grew the problem.,The musician may have grew the problem.,22.696352005004883
gpt2,7,active_to_passive,The musician grew the problem.,The problem was grew by the musician.,19.623342514038086
gpt2,7,formalization,The musician grew the problem.,It is true that the musician grew the problem.,22.078882217407227
gpt2,8,negation,The engineer helped a complex machine.,The engineer did not help a complex machine.,24.25016212463379
gpt2,8,question,The engineer helped a complex machine.,Did the engineer help a complex machine?,23.778568267822266
gpt2,8,past_to_future,The engineer helped a complex machine.,The engineer will help a complex machine.,21.12596321105957
