model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,tense_shift,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,none,0.0,,"""A scientist weighed the powder.""","""I'm not sure what you mean by that,"" said the man. ""I'm not sure what you mean by that.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0
gpt2,3,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,target,0.75,question,"""A scientist weighed the powder.""","""I don't know. I don't know. I don't know? I don't know? I don't know?",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0
gpt2,3,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"""A scientist weighed the powder.""","""I'm not sure what to say about this.""

""I'm not sure what to say about this.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0
gpt2,3,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,wrong_class,0.75,modality,"""A scientist weighed the powder.""","""I'm not sure what you're talking about,"" said the man. ""I'm not sure what you're talking about.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0
gpt2,3,out_of_template_freeform,quoted_echo,A scientist weighed the powder.,,question,negative_target,0.75,question,"""A scientist weighed the powder.""","""I'm not sure what it is, but I'm sure it's a little bit of a powder,"" he said. """,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
gpt2,3,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket?
The tailor adjusted the jacket?
The tailor adjusted the jacket?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,repeat_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Repeat this sentence:
The tailor adjusted the jacket.
Repeated:","(repeated)

""The tailor adjusted the jacket.""

""The tailor adjusted the jacket.""

""The tailor adjusted",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,3,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
The tailor adjusted the jacket?
The tailor adjusted the jacket?
The tailor adjusted the jacket?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,copy_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Copy this sentence:
The tailor adjusted the jacket.
Copy:","""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
gpt2,3,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,none,0.0,,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,target,0.75,question,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
The tailor adjusted the jacket?
The tailor adjusted the jacket?
The tailor adjusted the jacket?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,wrong_class,0.75,negation,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.
Same:
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"Same sentence:
The tailor adjusted the jacket.
Same:","The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.
The tailor adjusted the jacket.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,none,0.0,,"""The tailor adjusted the jacket.""","""I'm sorry, but I'm not going to be able to do that.""

""I'm not going to be",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,75.0
gpt2,3,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,target,0.75,question,"""The tailor adjusted the jacket.""","""I don't know. I don't know. I don't know? I don't know? I don't know?",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0
gpt2,3,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,random_norm,0.75,random_norm,"""The tailor adjusted the jacket.""","""I'm not sure what you're talking about. I'm not sure what you're talking about. I'm not sure what",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0
gpt2,3,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,wrong_class,0.75,modality,"""The tailor adjusted the jacket.""","""I'm not sure what you're talking about,"" said the man. ""I'm not sure what you're talking about.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0
gpt2,3,out_of_template_freeform,quoted_echo,The tailor adjusted the jacket.,,question,negative_target,0.75,question,"""The tailor adjusted the jacket.""","""I'm not sure what you're doing, but I'm sure you're not going to be able to find a tailor who",0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,94.0
gpt2,3,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,none,0.0,,"Repeat this sentence:
The waiter cleared the table.
Repeated:","""I'm sorry, sir.""
The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,target,0.75,question,"Repeat this sentence:
The waiter cleared the table.
Repeated:","The waiter cleared the table.
The waiter cleared the table?
The waiter was not the one who was the one who was the",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,114.0
gpt2,3,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The waiter cleared the table.
Repeated:","""The waiter cleared the table.""

The waiter: ""The waiter cleared the table.""

The waiter: ""The waiter cleared",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,3,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,wrong_class,0.75,negation,"Repeat this sentence:
The waiter cleared the table.
Repeated:","""I'm sorry, sir.""
The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,repeat_sentence,The waiter cleared the table.,,question,negative_target,0.75,question,"Repeat this sentence:
The waiter cleared the table.
Repeated:","""I'm sorry, sir, I'm sorry, sir, I'm sorry.""

""I'm sorry, sir, I'm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
gpt2,3,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,none,0.0,,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,3,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,target,0.75,question,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
The waiter cleared the table?
The waiter was not the one who was the one who was the",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,114.0
gpt2,3,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter said, ""I'm sorry, I'm sorry. I'm sorry, I'm sorry. I'm sorry, I'm",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
gpt2,3,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,wrong_class,0.75,negation,"Copy this sentence:
The waiter cleared the table.
Copy:","The waiter cleared the table.
The waiter:
The waiter:
The waiter:
The waiter:
The waiter:",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
gpt2,3,out_of_template_freeform,copy_sentence,The waiter cleared the table.,,question,negative_target,0.75,question,"Copy this sentence:
The waiter cleared the table.
Copy:","""I'm sorry, sir, I'm sorry.""
The waiter said, ""I'm sorry, sir, I'm sorry.""",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
gpt2,3,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,none,0.0,,"Same sentence:
The waiter cleared the table.
Same:","The waiter cleared the table.
Same:
The waiter cleared the table.
Same:
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
gpt2,3,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,target,0.75,question,"Same sentence:
The waiter cleared the table.
Same:","The waiter was not there.
The waiter was not there?
The waiter was not there?
The waiter was not there?",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,103.0
gpt2,3,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"Same sentence:
The waiter cleared the table.
Same:","The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,3,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,wrong_class,0.75,negation,"Same sentence:
The waiter cleared the table.
Same:","The waiter cleared the table.
Same:
The waiter cleared the table.
Same:
The waiter cleared the table.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
gpt2,3,out_of_template_freeform,same_sentence,The waiter cleared the table.,,question,negative_target,0.75,question,"Same sentence:
The waiter cleared the table.
Same:","The waiter said, ""I'm sorry, I'm sorry, I'm sorry.""
Same:
The waiter said, ""I",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
gpt2,3,out_of_template_freeform,quoted_echo,The waiter cleared the table.,,question,none,0.0,,"""The waiter cleared the table.""","""I'm sorry, but I'm not sure what to do.""

""I'm sorry, but I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,3,out_of_template_freeform,quoted_echo,The waiter cleared the table.,,question,target,0.75,question,"""The waiter cleared the table.""","""No, I'm not sure. I'm not sure if I'm sure if I'm sure if I'm sure if I",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
gpt2,3,out_of_template_freeform,quoted_echo,The waiter cleared the table.,,question,random_norm,0.75,random_norm,"""The waiter cleared the table.""","""I'm not sure what you're saying, but I'm not sure what you're saying, but I'm not sure what",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0
gpt2,3,out_of_template_freeform,quoted_echo,The waiter cleared the table.,,question,wrong_class,0.75,modality,"""The waiter cleared the table.""","""I'm sorry, but I'm not sure what to do.""

""I'm sorry, but I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,3,out_of_template_freeform,quoted_echo,The waiter cleared the table.,,question,negative_target,0.75,question,"""The waiter cleared the table.""","""I'm sorry, I'm sorry, I'm sorry,"" said the waiter. ""I'm sorry, I'm sorry.""",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
gpt2,3,out_of_template_freeform,repeat_sentence,A climber packed the rope.,,question,none,0.0,,"Repeat this sentence:
A climber packed the rope.
Repeated:","A climber packed the rope.
The climber was not a climber.
The climber was not a climber.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,88.0
gpt2,3,out_of_template_freeform,repeat_sentence,A climber packed the rope.,,question,target,0.75,question,"Repeat this sentence:
A climber packed the rope.
Repeated:","A climber packed the rope.
The answer is no.
The answer is no.
The answer is no?
The",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0
gpt2,3,out_of_template_freeform,repeat_sentence,A climber packed the rope.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
A climber packed the rope.
Repeated:","A climber packed the rope.
A climber packed the rope.
A climber packed the rope.
A climber packed",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
gpt2,3,out_of_template_freeform,repeat_sentence,A climber packed the rope.,,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
A climber packed the rope.
Repeated:","A climber packed the rope.
The climber was not a climber.
The climber was not a climber.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,88.0
gpt2,3,out_of_template_freeform,repeat_sentence,A climber packed the rope.,,question,negative_target,0.75,question,"Repeat this sentence:
A climber packed the rope.
Repeated:","""A climber packed the rope.""
The climber was not a climber.
The climber was a climber.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,86.0
gpt2,3,out_of_template_freeform,copy_sentence,A climber packed the rope.,,question,none,0.0,,"Copy this sentence:
A climber packed the rope.
Copy:","A climber packed the rope.
A climber packed the rope.
A climber packed the rope.
A climber",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
